type,depth,arity,density
random,2,0.8333333333333334,0.16666666666666666
natural,6,0.9473684210526315,0.05263157894736842
random,5,0.9473684210526315,0.05263157894736842
natural,8,0.9705882352941176,0.029411764705882353
random,6,0.9705882352941176,0.029411764705882353
natural,6,0.9714285714285714,0.02857142857142857
random,6,0.9714285714285714,0.02857142857142857
natural,8,0.96875,0.03125
random,5,0.96875,0.03125
natural,6,0.9230769230769231,0.07692307692307693
random,3,0.9230769230769231,0.07692307692307693
natural,10,0.9629629629629629,0.037037037037037035
random,9,0.9629629629629629,0.037037037037037035
natural,6,0.9411764705882353,0.058823529411764705
random,3,0.9411764705882353,0.058823529411764705
natural,10,0.9761904761904762,0.023809523809523808
random,10,0.9761904761904762,0.023809523809523808
natural,4,0.9444444444444444,0.05555555555555555
random,4,0.9444444444444444,0.05555555555555555
natural,7,0.9583333333333334,0.041666666666666664
random,5,0.9583333333333334,0.041666666666666664
natural,4,0.9090909090909091,0.09090909090909091
random,4,0.9090909090909091,0.09090909090909091
